student_id,program,year,semester,campus,courses
S320,BSECO,3,8,City,Partial Differential Equations|Applied Econometrics|Environmental Economics
S321,BSECO,2,7,City,Applied Econometrics|Environmental Economics|Partial Differential Equations
S322,BSECO,3,2,City,Environmental Economics|Applied Econometrics|Partial Differential Equations
S323,BSECO,1,6,Main,Environmental Economics|Applied Econometrics|Partial Differential Equations
S324,BSECO,2,2,Main,Environmental Economics|Partial Differential Equations|Applied Econometrics
S325,BSECO,1,3,Main,Partial Differential Equations|Environmental Economics|Applied Econometrics
S326,BSECO,4,5,Main,Applied Econometrics|Partial Differential Equations|Environmental Economics
S327,BSECO,2,7,City,Environmental Economics|Applied Econometrics|Partial Differential Equations
S328,BSECO,1,8,City,Environmental Economics|Partial Differential Equations|Applied Econometrics
S329,BSECO,2,1,Main,Applied Econometrics|Environmental Economics|Partial Differential Equations
S330,BSECO,3,7,Main,Environmental Economics|Applied Econometrics|Partial Differential Equations
S331,BSECO,4,1,Main,Environmental Economics|Applied Econometrics|Partial Differential Equations
S332,BSECO,2,4,Main,Environmental Economics|Applied Econometrics|Partial Differential Equations
S333,BSECO,2,6,City,Environmental Economics|Partial Differential Equations|Applied Econometrics
S334,BSECO,4,1,City,Applied Econometrics|Partial Differential Equations|Environmental Economics
S335,BSECO,2,7,City,Partial Differential Equations|Environmental Economics|Applied Econometrics
S336,BSECO,3,2,Main,Applied Econometrics|Partial Differential Equations|Environmental Economics
S337,BSECO,3,2,City,Partial Differential Equations|Environmental Economics
S338,BSECO,3,8,City,Partial Differential Equations|Environmental Economics
S339,BSECO,1,4,City,Environmental Economics|Partial Differential Equations
S340,BSECO,3,4,Main,Environmental Economics|Partial Differential Equations
S341,BSECO,4,8,Main,
S342,BSECO,1,6,City,
S343,BSECO,3,6,City,
S344,BSECO,1,2,City,
S345,BSECO,4,3,City,
S346,BSECO,1,1,City,
S347,BSECO,2,8,Main,
S348,BSECO,4,3,Main,
S349,BSECO,1,8,Main,
S350,BSECO,2,5,City,
S351,BSECO,3,7,City,
S352,BSECO,4,6,Main,
S353,BSECO,1,5,City,
S354,BSECO,2,8,Main,
S355,BSECO,4,6,Main,
S356,BSECO,2,6,Main,
S357,BSECO,3,4,Main,
S358,BSECO,4,3,City,
S359,BSECO,1,6,Main,
S360,BSECO,4,4,City,
S361,BSECO,4,2,City,
S362,BSECO,2,8,City,
S363,BSECO,4,7,Main,
S364,BSECO,1,2,Main,
S365,BSECO,2,3,City,
S366,BSECO,2,1,Main,
S367,BSECO,4,6,Main,
S368,BSECO,4,7,City,
S369,BSECO,4,5,Main,
S370,BSECO,2,7,Main,
S371,BSECO,2,3,City,
S372,BSECO,3,2,Main,
S373,BSECO,2,7,City,
S374,BSECO,2,2,Main,
S375,BSECO,2,3,Main,
S376,BSECO,4,3,Main,
S377,BSECO,2,5,Main,
S378,BSECO,1,7,Main,
S379,BSECO,1,2,City,
S380,BSECO,3,7,Main,
S381,BSECO,3,4,City,
S382,BSECO,1,8,City,
S383,BSECO,3,1,Main,
S384,BSECO,3,5,City,
S385,BSECO,4,6,Main,
S386,BSECO,1,6,Main,
S387,BSECO,1,1,Main,
S388,BSECO,2,6,City,
S389,BSECO,3,8,Main,
S390,BSECO,2,7,City,
S391,BSECO,3,8,City,
S392,BSECO,1,5,Main,
S393,BSECO,2,1,City,
S394,BSECO,3,6,City,
S395,BSECO,3,4,Main,
S396,BSECO,1,7,Main,
S397,BSECO,1,3,Main,
S398,BSECO,2,4,City,
S399,BSECO,1,2,City,
S400,BSECO,4,5,Main,
